                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                0.93164,                 1.6267,                 1.7636,                 1.3311,                 0.5116,                0.74403,                0.60704,                0.36196,                0.51381,                0.75064,                0.58526,                0.35351,                 1.2701,                 1.7354,                  2.584,                 1.8522,             0.00065778,             0.00065778,             0.00065778
